[SRM] Código da operação,variavel_target,Total do Contrato (Bruto),Nota da Clínica,Capacidade Idade,Capital Endividamento,Serasa Score,Carater Acoes_Judiciais_Cheques_Sustados_e_PIE,Carater Percentual_de_divida_vencida_total,Carater Quantidade_de_restricoes_comerciais,Serasa Quantidade de protestos,VTM Valor total,Taxa de Juros,Total do Contrato (Bruto)/renda utilizada
1241843.0,0,4788.0,2.0,30,19,698.0,0.0,0,0.0,0.0,3345.0,4.0,2.1499775482712167
1248683.0,1,1277.0,2.0,35,7,478.0,0.0,0,1.0,1.0,788.0,4.0,0.8238709677419355
1244577.0,0,3129.0,1.0,60,0,830.0,0.0,0,0.0,0.0,2085.0,4.0,1.8405882352941176
1241769.0,0,1482.0,2.0,38,0,480.0,0.0,0,0.0,0.0,5326.0,4.0,0.4928500166278683
1239897.0,0,2437.0,2.0,43,9,549.0,0.0,0,0.0,0.0,1571.0,4.0,1.523125
1262122.0,0,2358.0,2.0,31,22,549.0,0.0,0,0.0,0.0,1571.0,4.0,1.47375
1241768.0,0,976.0,2.0,59,1,700.0,0.0,0,0.0,0.0,6344.0,4.0,0.3091542603737726
1256308.0,1,2486.0,1.0,31,21,527.0,0.0,7,0.0,0.0,1688.0,4.0,1.4623529411764706
1242018.0,0,1990.0,2.0,50,41,544.0,0.0,0,0.0,0.0,1945.0,4.0,1.24375
1237606.0,0,3922.0,0.0,53,0,737.0,0.0,0,0.0,0.0,2602.0,3.0,2.0544787847040333
1243299.0,0,2751.0,2.0,48,41,550.0,0.0,0,0.0,0.0,1712.0,4.0,1.919748778785764
1248674.0,0,12142.0,2.0,41,39,550.0,0.0,0,1.0,0.0,7399.0,4.0,3.3193001640240567
1244547.0,0,2269.0,1.0,27,6,711.0,0.0,0,0.0,0.0,1945.0,4.0,1.418125
1239126.0,1,3456.0,2.0,45,38,693.0,0.0,0,0.0,0.0,2031.0,4.0,2.0806742925948223
1239135.0,0,9114.0,2.0,57,0,567.0,0.0,0,0.0,0.0,5606.0,4.0,2.8869179600886916
1243293.0,0,8296.0,1.0,48,36,702.0,0.0,0,0.0,0.0,4998.0,4.0,2.9293785310734464
1239260.0,1,4817.0,0.0,61,0,580.0,0.0,0,0.0,0.0,6269.0,3.0,1.485811227637261
1244799.0,0,2926.0,1.0,56,44,764.0,0.0,0,0.0,0.0,6244.0,4.0,0.9411386297844966
1325393.0,1,1751.0,2.0,40,0,778.0,0.0,0,0.0,0.0,3122.0,4.0,0.837799043062201
1272545.0,0,3913.0,0.0,56,4,567.0,0.0,0,0.0,0.0,4104.0,4.0,1.6622769753610875
1254657.0,0,12342.0,2.0,61,0,790.0,0.0,0,0.0,0.0,12000.0,3.0,2.6104060913705585
1244505.0,0,2829.0,2.0,21,43,655.0,0.0,0,0.0,0.0,1662.0,4.0,1.2332170880557978
1253605.0,1,2860.0,2.0,63,0,551.0,0.0,0,0.0,0.0,1780.0,4.0,1.9298245614035088
1250142.0,0,2162.0,1.0,48,26,615.0,0.0,0,0.0,0.0,1837.0,4.0,1.1827133479212253
1241407.0,0,2474.0,2.0,38,0,487.0,0.0,0,0.0,0.0,1454.0,4.0,1.6493333333333333
1264241.0,0,3134.0,2.0,22,39,664.0,0.0,0,0.0,0.0,1986.0,4.0,1.790857142857143
1262070.0,0,7341.0,2.0,31,26,679.0,0.0,0,0.0,0.0,7681.0,4.0,1.720412467775955
1248642.0,0,8134.0,2.0,37,0,568.0,0.0,0,0.0,0.0,8434.0,3.0,1.886801206216655
1244670.0,1,2872.0,2.0,47,22,778.0,0.0,0,0.0,0.0,1945.0,4.0,1.795
1262028.0,0,12499.0,0.0,56,12,547.0,0.0,0,0.0,0.0,2469.0,3.0,6.860043907793633
1269076.0,0,8913.0,1.0,42,31,530.0,0.0,0,0.0,0.0,5135.0,4.0,3.06815834767642
1248672.0,0,5171.0,2.0,54,0,546.0,0.0,0,0.0,0.0,10000.0,4.0,0.7714456213635685
1256302.0,0,3354.0,2.0,69,0,676.0,0.0,0,0.0,0.0,6377.0,4.0,1.057043807122597
1244669.0,0,2308.0,1.0,29,8,544.0,0.0,50,0.0,0.0,1512.0,4.0,1.4890322580645161
1244586.0,0,3614.0,2.0,55,2,530.0,0.0,0,0.0,0.0,2260.0,4.0,1.981359649122807
1244705.0,0,1180.0,2.0,69,36,954.0,0.0,0,0.0,0.0,12000.0,3.0,0.2594547053649956
1247950.0,0,4813.0,2.0,60,25,889.0,0.0,0,0.0,0.0,3249.0,4.0,2.2200184501845017
1244544.0,0,3398.0,2.0,35,8,905.0,0.0,0,0.0,0.0,5161.0,4.0,1.1640972935936964
1247951.0,0,2395.0,2.0,55,40,506.0,0.0,0,1.0,0.0,1410.0,4.0,1.3108921729611385
1244801.0,0,6287.0,1.0,53,25,792.0,0.0,0,0.0,0.0,4491.0,4.0,2.4549004295197188
1248665.0,1,1988.0,2.0,59,0,726.0,0.0,0,0.0,0.0,1395.0,4.0,1.3710344827586207
1280128.0,0,2431.0,1.0,21,16,747.0,0.0,0,0.0,0.0,1512.0,4.0,1.5683870967741935
1253377.0,0,3164.0,2.0,30,9,659.0,0.0,0,0.0,0.0,2435.0,3.0,1.7577777777777779
1262585.0,1,2599.0,2.0,40,0,475.0,0.0,0,1.0,1.0,1571.0,4.0,1.624375
1249420.0,1,6566.0,2.0,26,0,506.0,0.0,0,0.0,0.0,10000.0,4.0,0.36708223849723265
1245192.0,0,3015.0,2.0,56,5,563.0,0.0,0,0.0,0.0,1875.0,4.0,1.9451612903225806
1245505.0,0,1357.0,2.0,43,6,714.0,0.0,0,0.0,0.0,8000.0,4.0,0.2776754655207694
1248017.0,1,2204.0,2.0,27,7,482.0,0.0,66,0.0,0.0,1473.0,3.0,1.5742857142857143
1268519.0,0,7483.0,2.0,33,58,695.0,0.0,0,0.0,0.0,12000.0,3.0,1.5356043505027703
1248040.0,0,4190.0,2.0,56,36,550.0,0.0,0,0.0,0.0,2474.0,4.0,2.1193727870510877
1250139.0,0,1114.0,1.0,57,43,535.0,0.0,0,0.0,0.0,3116.0,3.0,0.69625
1285703.0,0,3167.0,2.0,36,0,751.0,0.0,0,0.0,0.0,1928.0,4.0,1.9955891619407689
1282218.0,0,2478.0,2.0,52,0,686.0,0.0,0,0.0,0.0,2411.0,4.0,1.2826086956521738
1262069.0,1,7111.0,2.0,48,0,490.0,0.0,0,0.0,0.0,8000.0,4.0,0.3944201009484719
1250076.0,0,6233.0,1.0,52,38,494.0,0.0,0,0.0,0.0,5353.0,3.0,2.2340501792114695
1250073.0,0,1352.0,2.0,40,0,766.0,0.0,0,0.0,0.0,2127.0,4.0,0.7815028901734105
1275472.0,0,4986.0,2.0,59,14,622.0,0.0,0,0.0,0.0,3900.0,4.0,2.220935412026726
1296155.0,0,3231.0,1.0,48,0,490.0,0.0,0,0.0,0.0,2015.0,4.0,1.9581818181818182
1253436.0,0,8349.0,0.0,55,26,994.0,0.0,0,0.0,0.0,10000.0,3.0,1.5423979309070757
1264168.0,1,2696.0,2.0,47,8,482.0,0.0,0,0.0,0.0,1688.0,4.0,1.5858823529411765
1302567.0,0,2633.0,1.0,60,0,645.0,0.0,0,0.0,0.0,2015.0,4.0,1.5957575757575757
1253378.0,1,2954.0,2.0,33,0,728.0,0.0,0,0.0,0.0,1805.0,4.0,1.9693333333333334
1253379.0,0,6529.0,2.0,58,7,780.0,0.0,0,0.0,0.0,3863.0,4.0,2.93438202247191
1253380.0,0,6761.0,2.0,37,32,606.0,0.0,0,0.0,0.0,6617.0,4.0,2.0568907818679647
1258315.0,0,1865.0,1.0,64,2,530.0,0.0,0,0.0,0.0,2500.0,4.0,0.9343687374749499
1259814.0,0,6955.0,0.0,55,0,785.0,0.0,0,0.0,0.0,6851.0,3.0,2.2163798597833013
1264465.0,0,1526.0,2.0,55,18,908.0,0.0,0,0.0,0.0,4064.0,5.0,0.6540934419202743
1258577.0,0,4442.0,2.0,60,38,940.0,0.0,0,0.0,0.0,6037.0,3.0,1.923776526634907
1272600.0,0,2321.0,2.0,61,38,671.0,0.0,0,0.0,0.0,11772.0,3.0,0.5864072764022233
1264198.0,0,2871.0,2.0,65,0,678.0,0.0,0,0.0,0.0,1780.0,4.0,1.937246963562753
1252332.0,0,7770.0,0.0,57,38,550.0,0.0,0,1.0,1.0,10000.0,3.0,0.7834240774349668
1254618.0,0,3633.0,2.0,35,5,633.0,0.0,0,0.0,0.0,2351.0,4.0,1.923239809422975
1254619.0,0,2345.0,2.0,35,0,546.0,0.0,0,0.0,0.0,1512.0,4.0,1.5129032258064516
1258154.0,0,2371.0,2.0,27,22,553.0,0.0,0,0.0,0.0,1536.0,3.0,1.6351724137931034
1253466.0,1,2848.0,2.0,42,0,627.0,0.0,0,0.0,0.0,1688.0,4.0,1.6752941176470588
1264238.0,0,1338.0,2.0,24,8,527.0,0.0,0,1.0,1.0,1512.0,5.0,0.863225806451613
1255853.0,1,2011.0,2.0,43,61,497.0,0.0,0,0.0,0.0,4558.0,4.0,0.7743550250288794
1255648.0,0,5105.0,1.0,39,67,757.0,0.0,0,0.0,0.0,6067.0,4.0,1.08271474019088
1273766.0,0,5187.0,2.0,35,27,574.0,0.0,0,0.0,0.0,8107.0,4.0,1.2983729662077597
1257173.0,0,8234.0,2.0,58,20,843.0,0.0,0,0.0,0.0,7545.0,4.0,2.2086909871244633
1254615.0,0,3928.0,2.0,50,0,527.0,0.0,0,0.0,0.0,2404.0,4.0,2.038401660612351
1262478.0,0,1989.0,2.0,56,22,550.0,0.0,0,1.0,0.0,1243.0,4.0,1.2054545454545456
1257170.0,0,2060.0,2.0,23,44,613.0,0.0,0,0.0,0.0,1286.0,4.0,1.03
1275471.0,0,6596.0,2.0,49,47,591.0,0.0,0,0.0,0.0,4089.0,4.0,2.8115942028985508
1257002.0,0,3385.0,2.0,33,34,796.0,0.0,0,0.0,0.0,2013.0,4.0,2.054004854368932
1262189.0,0,1409.0,2.0,50,0,643.0,0.0,0,0.0,0.0,6668.0,4.0,0.42555119299305344
1253505.0,0,17029.0,0.0,67,0,933.0,0.0,0,0.0,0.0,12000.0,3.0,4.0429724596391265
1256293.0,0,2251.0,1.0,39,0,591.0,0.0,0,0.0,0.0,1802.0,4.0,1.2526432943795214
1262593.0,0,2645.0,1.0,52,68,518.0,0.0,0,0.0,0.0,1621.0,4.0,1.653125
1256121.0,0,5754.0,2.0,47,0,541.0,0.0,0,0.0,0.0,3450.0,4.0,2.87125748502994
1256287.0,1,2443.0,1.0,43,25,641.0,0.0,0,0.0,0.0,1512.0,4.0,1.5761290322580646
1253564.0,0,2336.0,2.0,25,0,575.0,0.0,0,0.0,0.0,1395.0,4.0,1.6110344827586207
1253560.0,0,2346.0,2.0,25,19,624.0,0.0,0,0.0,0.0,1395.0,4.0,1.6179310344827587
1253921.0,0,2079.0,0.0,35,93,659.0,0.0,0,0.0,0.0,3026.0,3.0,0.49724946185123176
1256172.0,0,2606.0,2.0,31,7,627.0,0.0,0,0.0,0.0,1629.0,4.0,1.5793939393939394
1258743.0,0,1519.0,2.0,33,0,546.0,0.0,0,0.0,0.0,1945.0,4.0,0.949375
1259934.0,0,1655.0,2.0,21,28,711.0,0.0,0,0.0,0.0,1395.0,5.0,1.1413793103448275
1268564.0,0,1282.0,2.0,50,0,707.0,0.0,0,0.0,0.0,8169.0,4.0,0.31850931677018635
1264987.0,0,3669.0,1.0,40,46,672.0,0.0,0,0.0,0.0,6481.0,4.0,1.138733705772812
1254656.0,0,9434.0,0.0,58,0,992.0,0.0,0,0.0,0.0,15000.0,3.0,1.6170723345903326
1264169.0,0,996.0,2.0,62,44,478.0,0.0,0,0.0,0.0,3887.0,4.0,0.4450402144772118
1275224.0,0,9848.0,2.0,66,41,1000.0,0.0,0,0.0,0.0,6612.0,4.0,1.6421544105386026
1262485.0,0,2358.0,2.0,59,11,742.0,0.0,0,1.0,0.0,1512.0,4.0,1.2173464119772845
1258742.0,0,9757.0,2.0,62,0,657.0,0.0,0,0.0,0.0,10000.0,4.0,1.7183867558999648
1327223.0,1,4654.0,0.0,51,9,829.0,0.0,0,0.0,0.0,5073.0,4.0,1.6204735376044568
1273172.0,0,1832.0,1.0,42,51,719.0,0.0,0,0.0,0.0,7382.0,4.0,0.501780334155026
1255880.0,0,2964.0,1.0,37,0,528.0,0.0,0,0.0,0.0,1945.0,4.0,1.8525
1258321.0,1,3188.0,2.0,46,0,596.0,0.0,0,0.0,0.0,1945.0,4.0,1.9925
1256754.0,0,11607.0,0.0,65,25,983.0,0.0,0,0.0,0.0,11669.0,3.0,2.2104361074081127
1268570.0,0,5448.0,0.0,65,33,990.0,0.0,0,0.0,0.0,15000.0,3.0,0.6475692380839178
1258325.0,0,3984.0,1.0,49,0,506.0,0.0,0,0.0,0.0,2456.0,4.0,2.0285132382892055
1262308.0,0,2998.0,2.0,65,0,695.0,0.0,0,0.0,0.0,1953.0,3.0,2.0229419703103915
1258327.0,0,4755.0,2.0,62,44,728.0,0.0,0,0.0,0.0,2795.0,3.0,3.279310344827586
1277549.0,0,1722.0,0.0,50,42,660.0,0.0,0,0.0,0.0,1945.0,5.0,1.07625
1258140.0,1,1946.0,2.0,45,42,667.0,0.0,0,0.0,0.0,2415.0,4.0,1.0062047569803516
1264666.0,0,5809.0,1.0,53,50,560.0,0.0,0,0.0,0.0,3539.0,3.0,3.2308120133481646
1275221.0,0,1209.0,1.0,28,0,521.0,0.0,0,0.0,0.0,1979.0,3.0,0.806
1259904.0,1,3350.0,0.0,38,53,629.0,0.0,10,0.0,0.0,2207.0,3.0,2.0303030303030303
1258114.0,0,5762.0,2.0,50,21,726.0,0.0,0,0.0,0.0,3850.0,4.0,2.5978358881875563
1259813.0,0,2663.0,1.0,24,24,541.0,0.0,5,0.0,0.0,1726.0,3.0,1.664375
1258229.0,0,3404.0,1.0,48,53,837.0,0.0,0,0.0,0.0,7932.0,4.0,0.8701431492842536
1326952.0,0,1625.0,2.0,38,30,550.0,0.0,0,1.0,0.0,998.0,4.0,0.8783783783783784
1262310.0,1,2350.0,2.0,41,0,546.0,0.0,0,0.0,0.0,12000.0,3.0,0.35877862595419846
1286878.0,0,1957.0,2.0,56,36,742.0,0.0,0,0.0,0.0,2243.0,5.0,0.6748275862068965
1262068.0,0,1735.0,2.0,23,8,549.0,0.0,0,0.0,0.0,2085.0,4.0,1.0205882352941176
1265965.0,0,4322.0,2.0,62,0,558.0,0.0,0,0.0,0.0,10000.0,4.0,0.6391600118308193
1262467.0,0,3036.0,0.0,57,8,702.0,0.0,0,0.0,0.0,2552.0,3.0,1.6174746936600959
1262580.0,0,3550.0,0.0,62,18,817.0,0.0,0,0.0,0.0,2310.0,3.0,2.0675596971461854
1262482.0,0,5020.0,2.0,50,15,796.0,0.0,0,0.0,0.0,3093.0,4.0,2.422779922779923
1275407.0,1,4411.0,2.0,58,1,712.0,0.0,0,0.0,0.0,3489.0,5.0,2.1782716049382715
1271725.0,0,1507.0,2.0,24,11,629.0,0.0,0,0.0,0.0,1863.0,5.0,0.8145945945945946
1361182.0,0,5366.0,1.0,48,43,645.0,0.0,0,0.0,0.0,2430.0,5.0,2.7588688946015423
1262595.0,0,3595.0,2.0,59,9,888.0,0.0,0,0.0,0.0,2085.0,5.0,2.114705882352941
1260145.0,1,1485.0,2.0,35,9,537.0,0.0,27,1.0,0.0,858.0,5.0,0.9
1262026.0,0,1019.0,1.0,28,30,638.0,0.0,0,0.0,0.0,1945.0,5.0,0.636875
1262120.0,0,1776.0,2.0,42,8,550.0,0.0,0,1.0,1.0,1082.0,5.0,0.9015228426395939
1262477.0,0,5808.0,2.0,46,4,629.0,0.0,0,0.0,0.0,3278.0,5.0,2.813953488372093
1280110.0,0,2733.0,1.0,25,17,685.0,0.0,0,0.0,0.0,1688.0,5.0,1.6076470588235294
1268030.0,0,14138.0,2.0,69,0,603.0,0.0,0,0.0,0.0,8000.0,5.0,2.0815665488810366
1262165.0,0,3289.0,0.0,61,2,468.0,0.0,0,1.0,0.0,4962.0,4.0,1.0230171073094867
1264207.0,0,9298.0,0.0,54,41,450.0,0.0,0,2.0,0.0,5993.0,4.0,2.4182054616384914
1264046.0,1,2618.0,2.0,43,27,653.0,0.0,0,0.0,0.0,1487.0,5.0,1.5866666666666667
1266296.0,0,6705.0,2.0,58,32,1000.0,0.0,0,0.0,0.0,12000.0,4.0,1.4516129032258065
1273768.0,1,2480.0,2.0,30,16,620.0,0.0,0,0.0,0.0,1454.0,5.0,1.6533333333333333
1264240.0,1,7659.0,2.0,27,0,521.0,0.0,0,0.0,0.0,4514.0,5.0,2.6042162529751787
1262316.0,0,3109.0,0.0,44,45,908.0,0.0,0,0.0,0.0,9836.0,3.0,0.9356003611194703
1264461.0,0,2485.0,2.0,41,32,692.0,0.0,0,0.0,0.0,4522.0,5.0,0.9639255236617533
1264239.0,1,5564.0,2.0,27,0,882.0,0.0,0,0.0,0.0,6570.0,4.0,1.7041347626339969
1267237.0,0,2694.0,2.0,30,6,508.0,0.0,0,0.0,0.0,1487.0,5.0,1.6327272727272728
1267240.0,0,825.0,2.0,38,25,546.0,0.0,0,1.0,0.0,530.0,5.0,0.5
1264109.0,0,2233.0,2.0,40,0,579.0,0.0,0,0.0,0.0,2015.0,5.0,1.3533333333333333
1271105.0,0,3587.0,0.0,30,23,612.0,0.0,0,0.0,0.0,2155.0,4.0,2.049714285714286
1264237.0,0,8396.0,2.0,67,0,561.0,0.0,0,0.0,0.0,5224.0,5.0,2.633626097867001
1264956.0,0,3112.0,1.0,62,5,725.0,0.0,0,0.0,0.0,1899.0,5.0,1.9859604339502233
1277333.0,0,4000.0,1.0,45,6,575.0,0.0,0,0.0,0.0,4151.0,5.0,1.6813787305590584
1266705.0,0,3519.0,2.0,42,0,804.0,0.0,0,0.0,0.0,3185.0,5.0,1.6528886801315172
1264206.0,0,2522.0,1.0,23,14,633.0,0.0,18,0.0,0.0,1454.0,5.0,1.6813333333333333
1275013.0,0,2458.0,2.0,62,59,653.0,0.0,0,0.0,0.0,9955.0,5.0,0.504412066488816
1269130.0,0,3964.0,2.0,49,2,518.0,0.0,0,0.0,0.0,8000.0,5.0,0.6016087418424647
1268474.0,0,5528.0,1.0,39,47,801.0,0.0,0,0.0,0.0,4341.0,5.0,2.2281338170092706
1266700.0,1,2628.0,2.0,34,0,676.0,0.0,0,0.0,0.0,1875.0,5.0,1.695483870967742
1275017.0,1,2582.0,2.0,30,0,563.0,0.0,0,0.0,0.0,1433.0,5.0,1.61375
1264875.0,1,5194.0,0.0,38,28,636.0,0.0,0,0.0,0.0,3407.0,4.0,2.2931567328918323
1270439.0,0,2343.0,2.0,42,43,550.0,0.0,0,1.0,1.0,3789.0,5.0,0.8040494166094715
1266716.0,0,13721.0,2.0,48,28,612.0,0.0,0,0.0,0.0,8000.0,5.0,1.5208379516736865
1269583.0,0,4104.0,0.0,60,14,865.0,0.0,0,0.0,0.0,2461.0,4.0,2.0864260294865278
1267050.0,0,2862.0,2.0,25,0,657.0,0.0,0,0.0,0.0,1584.0,5.0,1.9737931034482759
1298070.0,0,6451.0,1.0,67,44,992.0,0.0,3,0.0,0.0,12000.0,3.0,1.5967821782178218
1266010.0,0,2877.0,1.0,54,40,547.0,0.0,14,0.0,0.0,1875.0,5.0,1.8561290322580646
1273170.0,1,5583.0,2.0,45,0,530.0,0.0,0,0.0,0.0,3219.0,5.0,2.597952536063285
1271721.0,0,1831.0,1.0,44,4,497.0,0.0,0,0.0,0.0,10000.0,5.0,0.27805618830675777
1268507.0,1,3355.0,2.0,40,0,620.0,0.0,0,0.0,0.0,1857.0,5.0,1.6850828729281768
1268502.0,0,1306.0,1.0,46,44,671.0,0.0,0,0.0,0.0,4135.0,5.0,0.5508224377899621
1273771.0,0,1497.0,2.0,39,34,688.0,0.0,0,0.0,0.0,10000.0,5.0,0.2643942069939951
1268371.0,0,2692.0,1.0,32,8,558.0,0.0,0,0.0,0.0,1746.0,5.0,1.5382857142857143
1275579.0,0,6043.0,1.0,53,43,550.0,0.0,0,1.0,0.0,3450.0,5.0,3.0154690618762476
1268513.0,0,8776.0,2.0,44,0,535.0,0.0,0,0.0,0.0,8000.0,5.0,1.3418960244648317
1268516.0,0,2852.0,2.0,25,23,657.0,0.0,0,0.0,0.0,1758.0,5.0,1.5010526315789474
1268375.0,1,4842.0,2.0,46,0,600.0,0.0,0,0.0,0.0,3451.0,5.0,2.4149625935162096
1276710.0,0,2693.0,2.0,58,0,813.0,0.0,0,0.0,0.0,1571.0,5.0,1.683125
1271114.0,1,2767.0,2.0,32,8,593.0,0.0,50,0.0,0.0,1571.0,5.0,1.729375
1271719.0,0,2176.0,2.0,60,31,697.0,0.0,11,0.0,0.0,1292.0,5.0,0.7605732261447047
1275469.0,0,4927.0,2.0,53,0,636.0,0.0,0,0.0,0.0,2870.0,5.0,2.3562888570062173
1275959.0,1,3060.0,1.0,43,45,497.0,0.0,0,0.0,0.0,1875.0,5.0,1.9741935483870967
1273285.0,0,2458.0,2.0,26,0,541.0,0.0,0,0.0,0.0,1463.0,5.0,1.6310550763105507
1271115.0,1,2246.0,2.0,23,0,591.0,0.0,0,0.0,0.0,1337.0,5.0,1.6042857142857143
1270436.0,0,17293.0,1.0,57,0,495.0,0.0,0,0.0,0.0,10000.0,5.0,2.5899355998202784
1281603.0,0,2489.0,2.0,51,0,624.0,0.0,0,0.0,0.0,1714.0,5.0,1.6058064516129031
1276712.0,0,2591.0,1.0,58,24,728.0,0.0,0,0.0,0.0,1538.0,5.0,1.526812021213907
1271117.0,1,2830.0,2.0,27,0,577.0,0.0,0,0.0,0.0,1649.0,5.0,1.8866666666666667
1286899.0,0,8725.0,2.0,66,0,881.0,0.0,0,0.0,0.0,8000.0,5.0,1.208114095818333
1275015.0,0,1779.0,1.0,48,9,542.0,0.0,0,0.0,0.0,3558.0,5.0,1.0781818181818181
1270619.0,0,4863.0,1.0,53,18,756.0,0.0,0,0.0,0.0,2989.0,5.0,2.4206072672971626
1280780.0,0,1564.0,2.0,59,54,991.0,0.0,0,0.0,0.0,5067.0,4.0,0.9775
1272581.0,0,6945.0,2.0,46,64,704.0,0.0,0,0.0,0.0,7735.0,3.0,3.164009111617312
1271079.0,0,2873.0,2.0,42,43,747.0,0.0,0,0.0,0.0,1677.0,5.0,1.223594548551959
1275467.0,1,2381.0,2.0,32,0,790.0,0.0,0,0.0,0.0,1714.0,5.0,1.5361290322580645
1279876.0,0,8959.0,1.0,56,18,645.0,0.0,0,0.0,0.0,10000.0,5.0,1.3928793532338308
1273290.0,1,3296.0,2.0,41,7,737.0,0.0,0,0.0,0.0,1875.0,5.0,2.126451612903226
1281471.0,0,1195.0,2.0,19,33,711.0,0.0,0,0.0,0.0,3207.0,5.0,0.7966666666666666
1271356.0,0,10398.0,0.0,58,0,608.0,0.0,0,0.0,0.0,6295.0,5.0,3.3178047223994893
1276706.0,0,2616.0,2.0,42,34,572.0,0.0,0,0.0,0.0,6927.0,4.0,0.7617938264414676
1276792.0,0,6427.0,2.0,40,36,624.0,0.0,0,0.0,0.0,3624.0,5.0,3.0648545541249406
1275019.0,0,3497.0,2.0,67,28,903.0,0.0,0,0.0,0.0,5145.0,5.0,1.0694189602446482
1275020.0,0,2046.0,2.0,48,13,550.0,0.0,0,0.0,0.0,1290.0,5.0,1.394683026584867
1276281.0,1,7504.0,2.0,57,15,523.0,0.0,0,0.0,0.0,4618.0,5.0,2.8543172308862688
1273781.0,0,6629.0,2.0,66,42,895.0,0.0,0,0.0,0.0,6357.0,5.0,2.095795131204553
1272466.0,0,3061.0,2.0,43,15,737.0,0.0,0,0.0,0.0,1790.0,5.0,1.5868325557283567
1280976.0,0,7875.0,2.0,53,3,683.0,0.0,0,0.0,0.0,6520.0,5.0,2.2506430408688196
1272704.0,0,5810.0,0.0,53,24,832.0,0.0,0,0.0,0.0,5766.0,4.0,1.7915510329941413
1275021.0,0,5365.0,1.0,58,56,550.0,0.0,3,1.0,0.0,10000.0,5.0,0.7931697220579539
1275915.0,0,5265.0,2.0,46,31,754.0,0.0,8,0.0,0.0,6719.0,5.0,1.578710644677661
1276614.0,1,5227.0,2.0,69,0,556.0,0.0,0,0.0,0.0,6465.0,4.0,1.6258164852255055
1273793.0,0,2431.0,0.0,69,5,799.0,0.0,0,0.0,0.0,2321.0,4.0,1.301391862955032
1273743.0,0,4587.0,0.0,65,52,877.0,0.0,0,0.0,0.0,10007.0,3.0,1.62890625
1275957.0,1,11435.0,2.0,53,26,848.0,0.0,0,0.0,0.0,7136.0,4.0,3.235710243350311
1286200.0,1,2320.0,2.0,42,20,521.0,0.0,0,0.0,0.0,1958.0,5.0,1.4418893722809198
1275788.0,0,6022.0,2.0,52,6,660.0,0.0,0,0.0,0.0,3359.0,5.0,2.8526764566556135
1276295.0,0,2272.0,2.0,29,0,584.0,0.0,0,0.0,0.0,1805.0,5.0,1.5146666666666666
1278992.0,1,1727.0,2.0,24,0,575.0,0.0,0,0.0,0.0,1734.0,5.0,1.1910344827586208
1275569.0,0,2732.0,2.0,44,33,620.0,0.0,0,0.0,0.0,4320.0,5.0,1.1060728744939272
1274910.0,1,10544.0,0.0,53,60,550.0,0.0,0,1.0,0.0,6983.0,4.0,3.0465183472984685
1285700.0,0,3021.0,1.0,46,0,617.0,0.0,0,0.0,0.0,2274.0,5.0,1.6472191930207198
1277180.0,1,1331.0,2.0,35,51,608.0,0.0,2,0.0,0.0,2015.0,5.0,0.8066666666666666
1275406.0,0,3407.0,2.0,51,7,676.0,0.0,0,0.0,0.0,1945.0,5.0,2.129375
1276301.0,0,2506.0,2.0,26,16,733.0,0.0,0,0.0,0.0,1512.0,5.0,1.616774193548387
1281066.0,0,1162.0,1.0,34,0,575.0,0.0,0,0.0,0.0,1945.0,5.0,0.72625
1275025.0,0,1102.0,2.0,59,0,664.0,0.0,0,0.0,0.0,1379.0,5.0,0.7109677419354838
1275955.0,0,2151.0,1.0,46,0,511.0,0.0,0,0.0,0.0,2354.0,5.0,1.1374933897408779
1283162.0,0,6715.0,0.0,60,77,655.0,0.0,0,0.0,0.0,4082.0,3.0,2.069337442218798
1275150.0,1,7434.0,0.0,58,0,574.0,0.0,0,0.0,0.0,11461.0,4.0,1.6256286901377652
1276057.0,0,9596.0,2.0,48,60,550.0,0.0,0,1.0,0.0,10000.0,5.0,1.0459995639851756
1275787.0,0,3471.0,2.0,32,40,485.0,0.0,0,0.0,0.0,2085.0,5.0,2.041764705882353
1276806.0,0,10451.0,0.0,57,43,509.0,0.0,6,1.0,0.0,6428.0,4.0,3.2690021895527055
1290329.0,0,2635.0,0.0,24,9,534.0,0.0,0,0.0,0.0,1629.0,4.0,1.596969696969697
1277548.0,0,2215.0,2.0,21,23,521.0,0.0,0,0.0,0.0,1216.0,5.0,1.582142857142857
1292031.0,0,1882.0,1.0,23,43,664.0,0.0,0,0.0,0.0,2085.0,5.0,1.1070588235294119
1507528.0,0,6563.0,2.0,46,100,676.0,0.0,0,0.0,0.0,4453.0,5.0,2.3926358002187387
1283206.0,1,1229.0,2.0,41,33,638.0,0.0,0,0.0,0.0,3810.0,5.0,0.5593991807009558
1275971.0,1,3234.0,2.0,41,0,483.0,0.0,0,0.0,0.0,1811.0,5.0,1.9913793103448276
1281350.0,1,6382.0,2.0,46,12,633.0,0.0,0,0.0,0.0,3652.0,5.0,2.448963929393707
1275841.0,0,3360.0,2.0,43,0,506.0,0.0,0,0.0,0.0,1875.0,5.0,2.167741935483871
1275855.0,0,2862.0,1.0,41,21,723.0,0.0,0,0.0,0.0,4544.0,5.0,0.9672186549509969
1280788.0,1,4116.0,2.0,45,0,527.0,0.0,0,0.0,0.0,2367.0,5.0,2.166315789473684
1275949.0,0,1139.0,2.0,48,0,575.0,0.0,0,0.0,0.0,2202.0,5.0,0.5916883116883117
